type_structure,nom,code_postal,ville,adresse,email,site_web,siret,telephone
Centre social,La MAISON POUR TOUS LES GOURNAYSIENS (MPT),93460,Gournay-sur-Marne,La MAISON POUR TOUS LES GOURNAYSIENS (MPT) ALLEE JACQUES GUILLARD 93460 Gournay-sur-Marne,maisonpourtous@gournay-sur-marne.fr,https://www.facebook.com/mptgournay/,21930033200018,
Centre social,YOURI GAGARINE (MPT),93120,La Courneuve,"YOURI GAGARINE (MPT) 56, rue Anatole France 93120 La Courneuve",zoe.dudivier@ville-la-courneuve.fr,,0,
Centre social,CENTRE SOCIAL IVRY PORT,94200,Ivry-sur-Seine,CENTRE SOCIAL IVRY PORT 46 Rue Jean-Jacques Rousseau 94200 Ivry-sur-Seine,cmbasse@ivry94.fr,,21940041300015,
Centre social,CENTRE SOCIAL BERTHE MORISOT,91180,Saint-Germain-lès-Arpajon,CENTRE SOCIAL BERTHE MORISOT 22 résidence Jules. Vallès 91180 SAINT GERMAIN LES ARPAJON 91180 Saint-Germain-lès-Arpajon,t.elhaddad@ville-sgla.fr,http://www.ville-saint-germain-les-arpajon.fr/la-ville/les-services/centre-socioculturel-berthe-morisot,21910552500097,
Centre social,CENTRE SOCIAL GUY GOUPIL,91520,Égly,CENTRE SOCIAL GUY GOUPIL 33 rue de la croix d'Egly 91520 EGLY 91520 Égly,deschamps91520@yahoo.fr,http://www.mairie-egly.fr/fr/information/67733/structure-proximite,26910047500012,0169262800
Centre social,ASSOCIATION MOSAIQUE,78920,Ecquevilly,ASSOCIATION MOSAIQUE 2 bis rue Suzanne Deutsch Ecquevilly 78920 Ecquevilly,direction@assomosaique.org,http://www.assomosaique.com,38361403900022,0134759280
Centre social,Réseau d'Echanges Réciproques de Savoirs® et de création Collective d'Evry Centre Essonne,91000,Évry-Courcouronnes,Réseau d'Echanges Réciproques de Savoirs® et de création Collective d'Evry Centre Essonne 38 allée Jean Rostand 91000 Évry-Courcouronnes,k.djebbouri@rers.fr,http://www.rers-evry.fr,331 887 182 00029,
Centre social,MJC SIMONE SIGNORET,91080,Évry-Courcouronnes,MJC SIMONE SIGNORET Place Guy Briantais 91080 Évry-Courcouronnes,direction@mjcsignoret.fr,http://mjcsignoret.fr,31355066700015,0164978600
Centre social,MJC Centre social JACQUES TATI,91400,Orsay,MJC Centre social JACQUES TATI 14b avenue Saint-Laurent 91400 Orsay,direction.adjointe@mjctati.fr,http://www.mjctati.fr,31667880400022,0169826000
Centre social,CENTRE SOCIAL LES RÉSÉDAS,78540,Vernouillet,CENTRE SOCIAL LES RÉSÉDAS 75 allée des Résédas 78540 Vernouillet,resedas@mairie-vernouillet.fr,http://www.mairie-vernouillet.fr,217 806 439,0139715600
Centre social,Arnouville – Trait d’union,95400,Arnouville,Arnouville – Trait d’union Centre Social Trait d'Union 71 rue Henri Barbusse ARNOUVILLE 95400 Arnouville,ctran@arnouville95.org,http://www.arnouville95.fr,21950019600130,0130111616
Centre social,CENTRE SOCIAL SIMONE VEIL,91670,Angerville,"CENTRE SOCIAL SIMONE VEIL 13, avenue du Général Leclerc 91670 Angerville",reda.oumezzaouche@mairie-angerville.fr,,21910016100013,
Centre social,ESPACE SOCIOCULTUREL La Ruche (MUNICIPAL),91290,Arpajon,"ESPACE SOCIOCULTUREL La Ruche (MUNICIPAL) 31, rue Dauvilliers 91290 Arpajon",direction29.31@arpajon91.fr,,21910021100016,
Centre social,MALT,77220,Tournan-en-Brie,MALT 101 rue de Paris 77220 Tournan-en-Brie,direction@malt77.org,http://www.malt77.org,323 180 588 00036,0764265398
Centre social,GERMAINE TILLON (CSC),93200,Saint-Denis,GERMAINE TILLON (CSC) 116 avenue Lenine 93200 Saint-Denis,csgtillion@pierrefitte93.fr,,0,
Centre social,MAROC et AVENIR (MPT),93240,Stains,MAROC et AVENIR (MPT) 36 rue des Moissons 93240 Stains,fatbintou.cisse@stains.fr,,21930072000014,
Centre social,LA SERRE POUCHET,75017,Paris 17e Arrondissement,LA SERRE POUCHET 20 BOULEVARD DU BOIS LE PRêTRE 75017 Paris 17e Arrondissement,direction.pouchet@centres-sociaux-paris.org,https://www.instagram.com/csc_la_serre_pouchet/,84244656900027,
Centre social,CENTRE PARIS ANIM' MAURICE RAVEL,75012,Paris 12e Arrondissement,CENTRE PARIS ANIM' MAURICE RAVEL 6 avenue maurice ravel 75012 Paris 12e Arrondissement,gcapelle@laligue.org,www.animravel.fr,775666415,0144756014
Centre social,VILLIOT,75012,Paris 12e Arrondissement,VILLIOT 36 Quai de la Rapée 75012 Paris 12e Arrondissement,yamina.djaatit@claje.asso.fr,www.claje.asso.fr,319 242 996,
Centre social,Association MJC PARIS-MERCOEUR,75011,Paris 11e Arrondissement,Association MJC PARIS-MERCOEUR 5 Cité Souzy 75011 Paris 11e Arrondissement,direction@mercoeur.asso.fr,http://mercoeur.asso.fr,78449236500019,
Centre social,CRL10 - Centre Château-Landon,75010,Paris 10e Arrondissement,CRL10 - Centre Château-Landon 31 rue de Château Landon 75010 Paris 10e Arrondissement,eric.fusberg@crl10.net,www.crl10.net,31742600500011,0295786856
Centre social,MAISON DE QUARTIER  BARBUSSE,92240,Malakoff,"MAISON DE QUARTIER  BARBUSSE 4, boulevard Louise Michel 92240 Malakoff",ncleiss@ville-malakoff.fr,,21920046600015,
Centre social,Les COTEAUX (MPT),93160,Noisy-le-Grand,Les COTEAUX (MPT) 30 Route de Gournay 93160 Noisy-le-Grand,benjamin.tourneroche@villenoisylegrand.fr,,21930051400011,
Centre social,ESPACE ELIANE CHOUCHENA,95110,Sannois,ESPACE ELIANE CHOUCHENA 11-13 rue des Loges  SANNOIS 95110 Sannois,espace.chouchena@sannois.fr,https://www.ville-sannois.fr/,269501615000,0139982000
Centre social,La Citrouille,77240,Cesson,La Citrouille 35 rue Janisset-Soeber 77240 Cesson,direction@lacitrouille77.fr,http://www.mlchouillon.com,31944825400015,0160633293
Centre social,Les RICHARDETS (MPT),93160,Noisy-le-Grand,Les RICHARDETS (MPT) 17 AVENUE GABRIEL PÉRI 93160 Noisy-le-Grand,mpt.richardets@ville-noisylegrand.fr,,0,
Centre social,MAIRIE-OURCQ (CS),93500,Pantin,MAIRIE-OURCQ (CS) 25 bis rue auger 93500 Pantin,w.sylla@ville-pantin.fr,,21930055500014,
Centre social,CENTRE SOCIAL DES PRES SAINT MARTIN,91600,Savigny-sur-Orge,CENTRE SOCIAL DES PRES SAINT MARTIN 28 rue des Pres Saint Martin 91600 Savigny-sur-Orge,j-kamga@savigny.org,https://www.savigny.org/maisons-de-quartier-centres-sociaux/,31661982400931,0169544000
Centre social,CENTRE SOCIAL ET CULTUREL MUNICIPAL DU VILLAGE,95140,Garges-lès-Gonesse,CENTRE SOCIAL ET CULTUREL MUNICIPAL DU VILLAGE Chemin de Bonneuil GARGES LES GONESSE 95140 Garges-lès-Gonesse,csvillage@villedegarges.com,,21950269000017,
Centre social,Maison des Vitry'haut - centre social municipal,94400,Vitry-sur-Seine,Maison des Vitry'haut - centre social municipal 15 rue Lebrun 94400 Vitry-sur-Seine,severine.williot@mairie-vitry94.fr,,26940048700022,
Centre social,CENTRE SOCIAL MOULOUDJI,94600,Choisy-le-Roi,"CENTRE SOCIAL MOULOUDJI 1, Place Brossolette 94600 Choisy-le-Roi",ayoussouf.soukouna@choisyleroi.fr,http://www.choisyleroi.fr,21940023300018,0133732409
Centre social,CENTRE SOCIAL ITINÉRANT 75 - Association ADEPT,75012 et 75016,Paris 12e Arrondissement,CENTRE SOCIAL ITINÉRANT 75 - Association ADEPT Aires d’accueil du Bois de Boulogne (route des Tribunes 75016) et de Vincennes (route du fort de Gravelle 75012) 75012 et 75016 Paris 12e Arrondissement,camille.jomand@adept-asso.fr,http://www.adept-asso.fr,38216536300039,0148311971
Centre social,CHAMPY (MPT),93160,Noisy-le-Grand,CHAMPY (MPT) 9 ALLEE DU BATAILLON HILDEVERT 93160 Noisy-le-Grand,mpt.champy@ville-noisylegrand.fr,,219 300 514 00011,
Centre social,Le 110 (CSCoop),93200,Saint-Denis,Le 110 (CSCoop) 110 RUE GABRIEL PERI 93200 Saint-Denis,direction@cscoop-le110.fr,http://cscoop-le110.fr,838 616 886 00027,0172595365
Centre social,La NOUE - CLOS FRANCAIS (MQ),93100,Montreuil,La NOUE - CLOS FRANCAIS (MQ) 100 RUE HOCHE 93100 Montreuil,antenne.100hoche@montreuil.fr,https://www.montreuil.fr/solidarites/les-centres-sociaux,219 300 480 00015,0148706000
Centre social,CENTRE SOCIAL ET CULTUREL MARIE JEANNE BASSOT,77124,Villenoy,CENTRE SOCIAL ET CULTUREL MARIE JEANNE BASSOT 91 rue Aristide Briand 77124 Villenoy,centre-social-culturel@villenoy.fr,,217 705 136 00109,
Centre social,CENTRE SOCIAL L'ODYSSEE,95170,Deuil-la-Barre,CENTRE SOCIAL L'ODYSSEE 50 rue Abel Fauveau Deuil la Barre 95170 Deuil-la-Barre,jlaplaud@deuillabarre.fr,,21950197000012,
Centre social,CENTRE SOCIAL ET CULTUREL MOSAIQUE PONTAULT COMBAULT,77340,Pontault-Combault,CENTRE SOCIAL ET CULTUREL MOSAIQUE PONTAULT COMBAULT 3 place du General Leclerc 77340 Pontault-Combault,mosaique@cscpontault.fr,http://cscpontault.centres-sociaux.fr,31170235100017,
Centre social,LA FABRIQUE CITOYENNE,77090,Collégien,LA FABRIQUE CITOYENNE Allée des Saules 77090 Collégien,fabrique.citoyenne@collegien.fr,http://www.collegien.fr,21770121800018,0160354000
Centre social,ESPOIR,78570,Chanteloup-les-Vignes,ESPOIR 9/11 place du pas 78570 Chanteloup-les-Vignes,direction.espoirclv@gmail.com,,85037677300014,
Centre social,CENTRE SOCIOCULTUREL JOSEPHINE BAKER,91860,Épinay-sous-Sénart,CENTRE SOCIOCULTUREL JOSEPHINE BAKER rue Jean-Paul Sartre 91860 Épinay-sous-Sénart,b.benveniste@ville-epinay-senart.fr,,21910215900015,
Centre social,PABLO NERUDA (CS),93170,Bagnolet,PABLO NERUDA (CS) 36 rue Pierre et Marie Curie 93170 Bagnolet,ctr-neruda@ville-bagnolet.fr,https://www.ville-bagnolet.fr/,21930006800018,0149936000
Centre social,La FOSSE AUX FRAISES (CS),93170,Bagnolet,La FOSSE AUX FRAISES (CS) 17 rue de la Capsulerie 93170 Bagnolet,frederic.miquel@ville-bagnolet.fr,,31657075300012,
Centre social,TOUCOULEURS (CS),93390,Clichy-sous-Bois,TOUCOULEURS (CS) 101 allée de la Chapelle 93390 Clichy-sous-Bois,contact.toucouleurs@gmail.com,0,832 985 634 00019,
Centre social,MAISON POUR TOUS JACQUES MARGUIN,77270,Villeparisis,MAISON POUR TOUS JACQUES MARGUIN 3 CHEMIN DE LA COURONNE 77270 Villeparisis,secretariat@mptjm.fr,https://maisonpourtousvilleparisis.fr/,324 883 941 00027,
Centre social,CENTRE SOCIAL DE FLEURY,91700,Fleury-Mérogis,CENTRE SOCIAL DE FLEURY 12 RUE CLAVIER 91700 Fleury-Mérogis,lunda@mairie-fleury-merogis.fr,,,
Centre social,RICARDO BOFFILL (MPT),93160,Noisy-le-Grand,RICARDO BOFFILL (MPT) 1-4 PLACE DES FEDERES 93160 Noisy-le-Grand,mpt.ricardobofill@ville-noisylegrand.fr,,21930051400011,
Centre social,CSC SAAD ABSSI,92230,Gennevilliers,CSC SAAD ABSSI 16 RUE JULIEN MOCQUARD 92230 Gennevilliers,bruno.hervouet@ville-gennevilliers.fr,http://www.ville-gennevilliers.fr,21920036700015,
Centre social,Centre social l'Itinérant,92000,Nanterre,Centre social l'Itinérant 317-325 rue de la Garenne 92000 Nanterre,lea.brissonnet@asav92.fr,https://www.asso-asav.fr/,391 733 698 00024,
Centre social,CENTRE SOCIAL ESPACE CLOS NOLLET,91200,Athis-Mons,CENTRE SOCIAL ESPACE CLOS NOLLET 1 TER CLOS NOLLET ATHIS MONS 91200 Athis-Mons,mderosier@mairie-athis-mons.fr,,26910015200017,
Centre social,CENTRE SOCIAL GERARD PHILIPE ET LES LARRIS,91120,Palaiseau,CENTRE SOCIAL GERARD PHILIPE ET LES LARRIS 9 rue de la sablière/2 allée Louise Bruneau 91120 Palaiseau,mohamed.ikharazen@mairie-palaiseau.fr,,219 104 775 00016,
Centre social,CENTRE SOCIAL LUCIE ET RAYMOND AUBRAC,77176,Savigny-le-Temple,CENTRE SOCIAL LUCIE ET RAYMOND AUBRAC AVENUE DU CLOCHER 77176 Savigny-le-Temple,l.cadet@savigny-le-temple.fr,,,
Centre social,UNIS VERS,91480,Quincy-sous-Sénart,UNIS VERS 5 RUE DE COMBS LA VILLE 91480 Quincy-sous-Sénart,valerie.bernardoni@quincy.fr,,21910514500011,
Centre social,CS DRANCY AVENIR,acompleter,Drancy,CS DRANCY AVENIR 126 RUE SAINT STENAY acompleter Drancy,acompleter22@enattente.fr,,,
Centre social,MAISON POUR TOUS MAHSA AMINI,93300,Aubervilliers,MAISON POUR TOUS MAHSA AMINI 1 RUE ERNEST PREVOST 93300 Aubervilliers,sukesan.moorthy@mairie-aubervilliers.fr,,219 300 019 00011,
Centre social,CENTRE SOCIAL L'ATELIER,92110,Clichy,CENTRE SOCIAL L'ATELIER 30 BIS RUE GEORGES BOISSEAU 92110 Clichy,sandrine.hedel@ville-clichy.fr,,269 200 341 00064,
Centre social,CENTRE SOCIAL ETOILE,93000,Bobigny,CENTRE SOCIAL ETOILE RUE JOSEPHINE BAKER 93000 Bobigny,acompleter@acompleter.fr,,,
Centre social,AOUA KEITA,93120,La Courneuve,AOUA KEITA 24 AVENUE DU GENERAL LECLERC 93120 La Courneuve,mpt.aouakeita@lacourneuve.fr,,,
Centre social,ASSIA DJEBAR,93250,Romainville,ASSIA DJEBAR RUE DES FONTAINES 93250 Romainville,resp.epcachin@ville-romainville.fr,,,
Centre social,BENONI,93250,Villemomble,BENONI 23-25 RUE EUSTACHE BENONI 93250 Villemomble,fbaustier@ccas-villemomble.fr,,,
Centre social,CENTRE SOCIAL ESPACE 19 TANGER,75019,Paris 19e Arrondissement,CENTRE SOCIAL ESPACE 19 TANGER 28 RUE DE TANGER 75019 Paris 19e Arrondissement,celia.du-plessis@espace19.org,,,
Centre social,CENTRE SOCIAL LA PASSERELLE,91210,Draveil,CENTRE SOCIAL LA PASSERELLE PLACE DE L'ORME DES MAZIERES 91210 Draveil,mmabrouk@mairiedraveil.fr,,21910201900011,
Centre social,LA MARMITE,77173,Chevry-Cossigny,LA MARMITE 9 RUE JEAN DELSOL 77173 Chevry-Cossigny,loic.dossantos@chevry-cossigny.fr,https://www.chevry-cossigny.fr/,217 701 143 00018,0164052022
Centre social,AGORA TERRE DES HOMMES,93370,Montfermeil,AGORA TERRE DES HOMMES 30 RUE COURTAIS 93370 Montfermeil,agora@ville-montfermeil.fr,https://www.ville-montfermeil.fr/,21930047000194,
Centre social,LE CARREAU - MAISON DE QUARTIER GRAND CENTRE,95000,Cergy,LE CARREAU - MAISON DE QUARTIER GRAND CENTRE 3 RUE AUX HERBES 95000 Cergy,mq.lecarreau@cergy.fr,,,
Centre social,CENTRE SOCIAL GEORGE SAND,95220,Herblay-sur-Seine,CENTRE SOCIAL GEORGE SAND 10 RUE JEAN BORDENAVE 95220 Herblay-sur-Seine,y.kadi@herblay.fr,,,
Espace de vie sociale,ESPACE PIERRE DELANOE,78112,Saint-Germain-en-Laye,ESPACE PIERRE DELANOE 2  place Victor Hugo 78112 Saint-Germain-en-Laye,alexandre.fauvet@saintgermainenlaye.fr,,A compléter,
Espace de vie sociale,ESPACE VIE SOCIALE LES GARENNES,78200,Mantes-la-Jolie,ESPACE VIE SOCIALE LES GARENNES 61 Rue des Garennes 78200 Mantes-la-Jolie,nmokhtar@manteslajolie.fr,,21780361800016,
Espace de vie sociale,Musiqafon - Notown café,77890,Beaumont-du-Gâtinais,Musiqafon - Notown café 54 rue Montgaudier 77890 Beaumont-du-Gâtinais,assomusiqafon@gmail.com,https://www.facebook.com/Underground-Caf%C3%A9-bus-socio-culturel-1478565295807004/,520108432,
Espace de vie sociale,CENTRE CULTUREL DE BLANDY LES TOURS,77115,Blandy,CENTRE CULTUREL DE BLANDY LES TOURS 4 rue du Pont Paillard 77115 Blandy,info.ccrb77@gmail.com,http://ccrb-blandy.fr,38475968400010,
Espace de vie sociale,VILLAGE ANIMATIONS,77320,Chevru,VILLAGE ANIMATIONS 3 rue du Lavoir 77320 Chevru,mamiegigi04@gmail.com,,43993611300018,
Espace de vie sociale,Familles Rurales association TRAIT D'UNION MONTOIS BASSEE,77520,Donnemarie-Dontilly,Familles Rurales association TRAIT D'UNION MONTOIS BASSEE 2 rue Cottereau 77520 Donnemarie-Dontilly,trait-montois@orange.fr,https://www.facebook.com/traitdunion.dumontois,513499616,
Espace de vie sociale,ANIM' ET LUDO,77610,La Houssaye-en-Brie,ANIM' ET LUDO PLACE DU MARECHAL AUGEREAU  - MAIRIE 77610 La Houssaye-en-Brie,animetludo@gmail.com,http://www.animetludo.com/,48797452900025,
Espace de vie sociale,ESPACE DE VIE SOCIALE - CCAS LE CHATELET EN BRIE,77820,Le Châtelet-en-Brie,ESPACE DE VIE SOCIALE - CCAS LE CHATELET EN BRIE CCAS 77820 Le Châtelet-en-Brie,jennyfer.coiffe@chatelet-en-brie.fr,http://www.chatelet-en-brie.fr/index.php/LA-GUISSARDIERE?idpage=73&afficheMenuContextuel=true,267 700 318 00012,0160694040
Espace de vie sociale,ATELIERS MAIN DANS LA MAIN,77440,Lizy-sur-Ourcq,ATELIERS MAIN DANS LA MAIN Mairie 77440 Lizy-sur-Ourcq,laborie.anniefrance@bbox.fr,,49002197900011,
Espace de vie sociale,FAMILLES RURALES ST CYR/ST OUEN SUR MORIN,77750,Saint-Cyr-sur-Morin,FAMILLES RURALES ST CYR/ST OUEN SUR MORIN 3 avenue Daniel Simon 77750 Saint-Cyr-sur-Morin,fr-stcyr77@orange.fr,,35037682400040,
Espace de vie sociale,ESPACE DE VIE SOCIALE - ST THIBAULT DES VIGNES,77400,Saint-Thibault-des-Vignes,ESPACE DE VIE SOCIALE - ST THIBAULT DES VIGNES rue René Cassin 77400 Saint-Thibault-des-Vignes,evs@ville-st-thibault.fr,http://www.saintthibaultdesvignes.fr/evs.aspx,26770358500013,0160315142
Espace de vie sociale,LA MARMITE DES RENCONTRES - Foyer Rural de Tousson,77123,Tousson,LA MARMITE DES RENCONTRES - Foyer Rural de Tousson 6 rue de la Mairie 77123 Tousson,foyerruraldetousson@gmail.com,https://www.latetedestrains.com/histor.htm,41094089400018,
Espace de vie sociale,Familles Laïques de VAUX LE PENIL,77000,Vaux-le-Pénil,Familles Laïques de VAUX LE PENIL 4 Place Beuve et Gantier 77000 Vaux-le-Pénil,familleslaiques.vlp@orange.fr,http://www.familles-laiques-de-vaux-le-penil.fr,52319752300021,0975388113
Espace de vie sociale,FAMILLES RURALES VOISENON,77950,Voisenon,FAMILLES RURALES VOISENON 8 rue des écoles 77950 Voisenon,secretariat@frvoisenon.net,,50220710300016,
Espace de vie sociale,DEVELOPPE MOI DURABLE,77760,La Chapelle-la-Reine,DEVELOPPE MOI DURABLE 14 rue Blanche de Castille 77760 La Chapelle-la-Reine,assodmd@yahoo.fr,http://assodmd.fr,79749425800022,
Espace de vie sociale,C'EST DEJA CA,77730,Mouroux,C'EST DEJA CA 17 rue Chef de Ville 77730 Mouroux,cafelibrairie@cestdejaca.fr,https://www.cestdejaca.fr/,81108014200011,
Espace de vie sociale,Espace de Vie Sociale  L'air de rien  - Association Emergences Marne-la-Vallée,77200,Torcy,"Espace de Vie Sociale ""L'air de rien"" - Association Emergences Marne-la-Vallée LCR Jules Raimu 77200 Torcy",pascale.prudhomme@emergences77.fr,http://www.emergences77.fr/index.php,43401148200032,0164620773
Espace de vie sociale,COULEURS TERRASSES,77210,Avon,COULEURS TERRASSES CCAS 8 rue du Père Maurice 77210 Avon,couleursterrasses@gmail.com,,5051074740023,
Espace de vie sociale,MPT-Espace de Vie Sociale,78500,Sartrouville,MPT-Espace de Vie Sociale 22 Quai de Seine 78500 Sartrouville,direction@mjcsartrouville.asso.fr,https://mjcsartrouville.asso.fr/,78513103800016,
Espace de vie sociale,ACCUEIL LOISIRS ET CULTURE (ALC),78460,Chevreuse,ACCUEIL LOISIRS ET CULTURE (ALC) 45 bis rue de Rambouillet 78460 Chevreuse,asso.alc@orange.fr,http://www.asso-alc.com,785 049 578 000 46,
Espace de vie sociale,Espace de Vie Sociale - Carrières-sur-Seine,78420,Carrières-sur-Seine,Espace de Vie Sociale - Carrières-sur-Seine 2 place Albert Uderzo 78420 Carrières-sur-Seine,evs@carrieres-sur-seine.fr,http://www.carrieres-sur-seine.fr,21780124000011,0130868989
Espace de vie sociale,TOUT AUTRE CHOSE,75009,Paris 9e Arrondissement,"TOUT AUTRE CHOSE 40, Rue Milton 75009 Paris 9e Arrondissement",tac@toutautrechose.fr,www.toutautrechose.fr,,0145261748
Espace de vie sociale,MOSAIQUES9,75009,Paris 9e Arrondissement,MOSAIQUES9 24 rue de La Rochefoucauld 75009 Paris 9e Arrondissement,amosaiques@mosaiques9.org,https://mosaiques9.fr/,52208967100013,
Espace de vie sociale,ARC-Equipes d'Amitié -Club Tournesol,75004,Paris 10e Arrondissement,"ARC-Equipes d'Amitié -Club Tournesol ARC- Equipes d'Amitié -8 rue Budé 75004 Paris, Club Tournesol -13 rue du Terrage 75010 Paris 75004 Paris 10e Arrondissement",siege.administration@arc-ea.org,http://www.arc-ea.org,775 662 067 000 88,0143296261
Espace de vie sociale,JEUNESSE SAINT VINCENT DE PAUL,75010,Paris 10e Arrondissement,JEUNESSE SAINT VINCENT DE PAUL 12 rue Bossuet 75010 Paris 10e Arrondissement,accueil@jeunes-saintvincent.org,http://www.jeunes-saintvincent.org/,40086506900019,0148786101
Espace de vie sociale,Espace Chateau d'eau,75010,Paris 10e Arrondissement,Espace Chateau d'eau 55 rue du Ch?teau d'Eau 75010 Paris 10e Arrondissement,axespluriels@gmail.com,http://www.axespluriels.org,40292544000024,
Espace de vie sociale,ASSOCIATION DU QUARTIER SAINT BERNARD QSB11,75011,Paris 11e Arrondissement,ASSOCIATION DU QUARTIER SAINT BERNARD QSB11 40 rue Saint-Bernard 75011 Paris 11e Arrondissement,bureau@qsb11.org,http://www.qsb11.org,444 442 016 000 36,0634174961
Espace de vie sociale,LA PETITE ROCKETTE,75011,Paris 11e Arrondissement,LA PETITE ROCKETTE 125 rue du Chemin Vert 75011 Paris 11e Arrondissement,administration@lapetiterockette.org,http://www.lapetiterockette.org,50882247500028,
Espace de vie sociale,DEUXIEME GROUPE D'INTERVENTION EVS L'ATELIER DE CURIOSITE URBAINE - L'ESCALE,75 013,Paris 13e Arrondissement,DEUXIEME GROUPE D'INTERVENTION EVS L'ATELIER DE CURIOSITE URBAINE - L'ESCALE 83 rue de l'Amiral Mouchez 75013 PARIS 75 013 Paris 13e Arrondissement,contact@deuxiemegroupe.org,http://deuxiemegroupe.org,41757106400043,0671179101
Espace de vie sociale,LE MOULIN,75014,Paris 14e Arrondissement,LE MOULIN 23 bis du Moulin de la Vierge 75014 Paris 14e Arrondissement,contact@assolemoulin.fr,www.assolemoulin.fr,,0145437991
Espace de vie sociale,Le Moulin à Café,75014,Paris 14e Arrondissement,Le Moulin à Café 8 rue Sainte Léonie 75014 Paris 14e Arrondissement,responsable@moulin-cafe.org,http://www.moulin-cafe.org,483 320 941 00022,0314319181
Espace de vie sociale,FLORIMONT,75014,Paris 14e Arrondissement,FLORIMONT 5 Place Marcel Paul 75014 Paris 14e Arrondissement,direction@assoflorimont.fr,http://www.assoflorimont.fr,419 725 601 000035,
Espace de vie sociale,LA  TABLE DES MATIERES,75014,Paris 14e Arrondissement,LA  TABLE DES MATIERES 51 rue de l'Abbe Carton 75014 Paris 14e Arrondissement,contact.latabledesmatieres@gmail.com,http://www.latabledesmatieres.org,81054127600012,0986122040
Espace de vie sociale,KIRIKOU - RSI LA RESSOURCES,75017,Paris 17e Arrondissement,KIRIKOU - RSI LA RESSOURCES 29 Boulevard Bessières 75017 Paris 17e Arrondissement,yasminapicquart@centre-kirikou.org,,,
Espace de vie sociale,LE PETIT NEY,75018,Paris 18e Arrondissement,LE PETIT NEY 10 avenue de la Porte de Montmartre 75018 Paris 18e Arrondissement,lecafelitteraire@lepetitney.fr,http://lepetitney.fr,402 879 225 000 33,0142620000
Espace de vie sociale,Les Amis de la Maison Verte,75018,Paris 18e Arrondissement,Les Amis de la Maison Verte 127 rue Marcadet 75018 Paris 18e Arrondissement,contact@lamaisonverte.org,,,
Espace de vie sociale,Vivre au 93 Chapelle,75018,Paris 18e Arrondissement,Vivre au 93 Chapelle 93 rue de la Chapelle 75018 Paris 18e Arrondissement,espace93chapelle@gmail.com,,81114526700019,
Espace de vie sociale,EVS ADOS,75018,Paris 18e Arrondissement,EVS ADOS www.ados-go.org 75018 Paris 18e Arrondissement,direction@ados-go.org,http://www.ados-go.org,37824819900036,0142548474
Espace de vie sociale,MOM'ARTRE 18,75018,Paris 18e Arrondissement,"MOM'ARTRE 18 2, rue de la Barrière Blanche 75018 Paris 18e Arrondissement",bonjour@momartre.com,http://momartre.net/,50996337700049,0627531756
Espace de vie sociale,CAFEZOIDE,75019,Paris 19e Arrondissement,CAFEZOIDE 92bis Quai de la Loire 75019 Paris 19e Arrondissement,lecafedesenfants@cafezoide.asso.fr,http://www.cafezoide.asso.fr/,43872697800028,
Espace de vie sociale,Association E.S.S.E : Esprit - Savoir - Sport - Équité,75019,Paris 19e Arrondissement,"Association E.S.S.E : Esprit - Savoir - Sport - Équité 2, Rue de la Solidarité 75019 Paris 19e Arrondissement",esseparis@gmail.com,http://Facebook & Instagram : @esseparis19,79783737400025,
Espace de vie sociale,LES COULEURS DE PONT DE FLANDRE,75019,Paris 19e Arrondissement,LES COULEURS DE PONT DE FLANDRE 25 Ter rue Alphonse Karr 75019 Paris 19e Arrondissement,couleurflandre@gmail.com,http://www.couleurflandre.com,81381460500016,
Espace de vie sociale,Association de Culture Berbère,75020,Paris 20e Arrondissement,Association de Culture Berbère 37 bis rue des Maronites 75020 Paris 20e Arrondissement,contact@acbparis.org,http://www.acbparis.org,32660614200023,0143582325
Espace de vie sociale,PLUS LOIN,75020,Paris 20e Arrondissement,PLUS LOIN 4 rue Paul-Jean Toulet 75020 Paris 20e Arrondissement,jeromesitruk@wanadoo.fr,,39344280100048,
Espace de vie sociale,Association d'Education Populaire Charonne Réunion,75020,Paris 20e Arrondissement,"Association d'Education Populaire Charonne Réunion 77, rue Alexandre Dumas 75020 Paris 20e Arrondissement",aepcr@yahoo.fr,http://aepcr.fr,78480996400033,
Espace de vie sociale,LA MAISON DES FOUGÈRES,75020,Paris 20e Arrondissement,LA MAISON DES FOUGÈRES 10 rue des Fougères 75020 Paris 20e Arrondissement,coordo.mdf@gmail.com,https://lamaisondesfougeres.com/,78935318200023,0984411705
Espace de vie sociale,Les ateliers de Natema,75020,Paris 20e Arrondissement,Les ateliers de Natema 39 rue des Orteaux 75020 Paris 20e Arrondissement,ateliersnatema@gmail.com,http://facebook : cafejeuxnatema,48876894600045,
Espace de vie sociale,DAVOUT RELAIS,75020,Paris 20e Arrondissement,"DAVOUT RELAIS DAVOUT RELAIS, 30, boulevard Davout 75020 Paris 20e Arrondissement",davout.relais20@gmail.com,http://davout-relais.org,795158 393 00020,0170694256
Espace de vie sociale,COMPAGNIE DES PARENTS,94140,Alfortville,COMPAGNIE DES PARENTS 29 rue Paul Vaillant Couturier 94140 Alfortville,cdp94140@gmail.com,,44949887200034,
Espace de vie sociale,SLIC,94140,Alfortville,SLIC 55 rue de Londres 94140 Alfortville,guiraud.jc63@yahoo.fr,,43470071200020,
